2025-11-20 10:27:54 | INFO     | JARVIS | ============================================================
2025-11-20 10:54:37 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 10:54:39 | INFO     | audio.stt | 🎤 Real-time Mic Watchdog thread has started and is now waiting for events.
2025-11-20 10:55:45 | INFO     | werkzeug | 192.168.1.9 - - [20/Nov/2025 10:55:45] "[33mGET / HTTP/1.1[0m" 404 -
2025-11-20 10:55:46 | INFO     | werkzeug | 192.168.1.9 - - [20/Nov/2025 10:55:46] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2025-11-20 10:56:22 | INFO     | audio.volume | Volume lowered: 26% → 5%
2025-11-20 10:56:31 | INFO     | config.aliases | Loaded 1 custom aliases
2025-11-20 10:56:32 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-20 10:56:32 | INFO     | ui.gui | [TERMINAL] Task initiated.
2025-11-20 10:56:33 | INFO     | ui.gui | [TERMINAL] Krishna, the eighth avatar of Lord Vishnu, is a significant deity in Hinduism, known for his divine teachings and heroic deeds, as described in the epic Mahabharata, where he played a crucial role as a prince, a teacher, and a leader, guiding his cousin Arjuna on the path of righteousness and duty, and his teachings are still revered and followed today, inspiring countless people around the world with his wisdom, compassion, and courage.
2025-11-20 10:56:33 | INFO     | audio.volume | Volume restored to 25%
2025-11-20 10:57:29 | WARNING  | ui.gui | [TERMINAL] 💾 High Memory Usage: 98.0% - Consider closing apps
2025-11-20 10:57:52 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 10:59:19 | WARNING  | ui.gui | [TERMINAL] ⚡ High CPU Usage: 95.5% - System may be slow
2025-11-20 10:59:29 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:00:07 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:00:07 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:00:29 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:00:45 | INFO     | ui.gui | [TERMINAL] 📄 Document Downloaded: Complete Integration Guide (INTEGRATION.md).pdf (1.0 MB)
2025-11-20 11:00:53 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:01:29 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:02:29 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:03:26 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:03:52 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:04:17 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:05:33 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:07:47 | WARNING  | ui.gui | [TERMINAL] 💾 High Memory Usage: 97.8% - Consider closing apps
2025-11-20 11:08:29 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:10:29 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:11:29 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:11:47 | INFO     | ui.gui | [TERMINAL] ⚙️ Installer Downloaded: node-v24.11.1-x64.msi (30.7 MB)
2025-11-20 11:13:20 | INFO     | audio.volume | Volume lowered: 34% → 5%
2025-11-20 11:13:20 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:13:21 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-20 11:13:21 | INFO     | ui.gui | [TERMINAL] On it, sir.
2025-11-20 11:13:21 | INFO     | ui.gui | [TERMINAL] upar kaise banaen ka jawab internet par search karne ke liye https://www.google.com/search?q=upar+kaise+banaen khola ja raha hai
2025-11-20 11:13:22 | INFO     | audio.volume | Volume restored to 34%
2025-11-20 11:13:29 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:13:36 | WARNING  | ui.gui | [TERMINAL] Review in queue.
2025-11-20 11:13:38 | WARNING  | ui.gui | [TERMINAL] Slot freed.
2025-11-20 11:13:43 | INFO     | audio.volume | Volume lowered: 22% → 5%
2025-11-20 11:13:43 | INFO     | audio.volume | Volume restored to 21%
2025-11-20 11:13:45 | INFO     | audio.volume | Volume lowered: 22% → 5%
2025-11-20 11:13:45 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:13:46 | INFO     | audio.volume | Volume restored to 21%
2025-11-20 11:17:07 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:17:07 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:18:03 | WARNING  | ui.gui | [TERMINAL] 💾 High Memory Usage: 98.0% - Consider closing apps
2025-11-20 11:18:04 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:18:06 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:18:29 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:19:25 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:19:25 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:19:41 | WARNING  | ui.gui | [TERMINAL] ⚡ High CPU Usage: 90.3% - System may be slow
2025-11-20 11:19:57 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:20:11 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:20:29 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:21:16 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:21:16 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:21:39 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:21:43 | WARNING  | ui.gui | [TERMINAL] ⚡ High CPU Usage: 95.8% - System may be slow
2025-11-20 11:21:46 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:21:46 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:21:55 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:21:55 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:22:29 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:22:44 | WARNING  | ui.gui | [TERMINAL] ⚡ High CPU Usage: 94.6% - System may be slow
2025-11-20 11:25:04 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:25:04 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:25:29 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:26:40 | WARNING  | ui.gui | [TERMINAL] ⚡ High CPU Usage: 95.1% - System may be slow
2025-11-20 11:27:02 | WARNING  | ui.gui | [TERMINAL] 💾 High Memory Usage: 91.8% - Consider closing apps
2025-11-20 11:27:02 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:27:02 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:27:36 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:28:15 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:29:06 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:29:29 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:29:48 | WARNING  | ui.gui | [TERMINAL] ⚡ High CPU Usage: 99.1% - System may be slow
2025-11-20 11:30:29 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:32:04 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:33:07 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:33:07 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:34:21 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:34:21 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:34:54 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:35:33 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:36:30 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:36:49 | INFO     | audio.volume | Volume lowered: 22% → 5%
2025-11-20 11:36:49 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:36:50 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-20 11:36:50 | INFO     | ui.gui | [TERMINAL] Understood.
2025-11-20 11:36:59 | WARNING  | ui.gui | [TERMINAL] In limbo.
2025-11-20 11:37:00 | WARNING  | ui.gui | [TERMINAL] Slot emptied.
2025-11-20 11:37:11 | INFO     | audio.volume | Volume restored to 21%
2025-11-20 11:37:12 | INFO     | audio.volume | Volume lowered: 22% → 5%
2025-11-20 11:37:12 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:37:12 | INFO     | audio.volume | Volume restored to 21%
2025-11-20 11:37:13 | INFO     | audio.volume | Volume lowered: 22% → 5%
2025-11-20 11:37:14 | INFO     | audio.volume | Volume restored to 21%
2025-11-20 11:42:30 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:43:42 | INFO     | ui.gui | [TERMINAL] 📝 Opening cache editor...
2025-11-20 11:46:05 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:46:30 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:47:30 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:47:44 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:48:04 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:49:30 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:51:43 | INFO     | audio.volume | Volume lowered: 22% → 5%
2025-11-20 11:51:46 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-20 11:51:46 | INFO     | ui.gui | [TERMINAL] At once, sir.
2025-11-20 11:51:47 | INFO     | audio.volume | Volume restored to 21%
2025-11-20 11:51:47 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:51:47 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:52:18 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:52:36 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:55:13 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:55:13 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:55:39 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:56:23 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:56:30 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:58:16 | INFO     | audio.volume | Volume lowered: 22% → 5%
2025-11-20 11:58:19 | ERROR    | integrations.calendar_integration | Authentication failed: Expecting value: line 1 column 1 (char 0)
2025-11-20 11:58:19 | ERROR    | ui.gui | [TERMINAL] ❌ Calendar not configured. Please set up OAuth2 credentials.
2025-11-20 11:58:19 | INFO     | audio.volume | Volume restored to 21%
2025-11-20 11:58:19 | INFO     | audio.stt | 🔄 Reloading page to clear JS heap
2025-11-20 11:58:20 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 11:58:21 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:58:24 | INFO     | audio.stt | ✅ STT page fully initialized
2025-11-20 11:58:30 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 11:59:58 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 12:03:37 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 12:03:37 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 12:06:37 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 12:06:49 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 12:07:13 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 12:07:30 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
2025-11-20 12:07:32 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 12:08:29 | WARNING  | audio.stt | 🎤 Mic watchdog [EVENT]: Mic use by Chrome's specific process path not found. Forcing re-activation.
2025-11-20 12:08:29 | WARNING  | urllib3.connectionpool | Connection pool is full, discarding connection: localhost. Connection pool size: 1
